Post date,Age,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,HardToSpellWords,SimilarWords,NetLingo,Nouns,Verbs,Adverbs,Adjectives,Polarity ,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,Smileys,HashTags,SpellMistakes,StopWords,TitleDepth,TitlePolarity,AboutDisclosure,BadgeCount,MemberSince,Past Ratings,AveragPastRatings,PastReviews,HelpfulVotes  ,TotalVotes,Helpfulness,Label
10/8/2017,14,6,0,174,768,2,9,4.5,19.3,4.3,68,0,25.37313433,0,0.020081507,0.008268856,0.020081507,0.004725061,0.729688702,84.82,4.094,2.135,4.961,6.8,7.954,9,155,0.315598678,0,0,47.76119403,3,-0.570640666,0,2,3.1,0.00,0,0.00,0,1,0,Low
10/8/2017,14,4,0,281,1.293,5,7,1.4,40.1,4.4,41.4,3.015075377,27.13567839,0,0.023575175,0.007072553,0.021217658,0.010608829,-0.121198455,68.095,8.73,8.012,7.513,12.4,11.367,21,252,0.314930471,0,0.502512563,54.77386935,3,0,0,2,3.1,0.00,0,0.00,0,1,0,Low
9/26/2017,26,0,0,525,2.826,5,6,2,85.3,5.2,0,0.625,36.25,0,0.038765154,0.011747016,0.019969928,0.025843436,-2.196685015,42.015,17.549,19.551,9.902,20,14.339,30,417,0.317042912,0,2.5,47.1875,8,0,0,2,3.1,0.00,0,0.00,0,1,0,Low
10/16/2017,6,0,1,269,1.266,3,11,3.6,24.4,4.5,56.8,1.730103806,51.21107266,0,0.117909385,0.014009036,0.023348393,0.045529366,1.482816831,-5,30.353,35.736,14.42,33.2,21.371,90,904,0.316165544,0,8.823529412,37.71626298,3,0,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/12/2017,10,3,1,185,787,4,11,2.7,16.8,4,77.7,0.977198697,43.64820847,0,0.046550059,0.010473763,0.003491254,0.015128769,1.061313041,59.168,10.166,10.342,9.945,12.8,11.727,33,404,0.316196399,0,10.09771987,42.01954397,2,0,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/10/2017,12,2,1,258,1.049,4,8,2,32.2,3.9,66.2,2.262443439,26.69683258,0,0.030188329,0.011610896,0.009288717,0.009288717,1.451806909,78.169,6.738,5.476,5.819,9.6,9.179,14,254,0.317560132,0,4.524886878,47.9638009,10,0.07083371,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/8/2017,14,2,1,130,570,7,11,1.5,11.8,4.2,75,0,27.39726027,0.342465753,0.0335687,0.016205579,0.023150828,0.021993286,-1.14322833,68.328,11.865,12.994,6.771,14,8.477,8,326,0.317636119,0,2.054794521,52.05479452,5,-0.017139578,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/8/2017,14,4,1,106,420,1,5,5,20.2,3.8,81.6,0.657894737,31.57894737,0,0.032360963,0.005778743,0.010401738,0.010401738,0.972342336,75.173,6.103,4.426,6.156,8,8.477,10,187,0.317132455,0,1.973684211,44.07894737,4,0,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/1/2017,21,4,1,222,1.002,2,18,9,12.3,4.3,74.6,1.666666667,26.66666667,0,0.013851375,0.006925687,0.006925687,0.003462844,0.365180866,66.895,12.872,14.014,6.015,15.2,8.477,3,132,0.316735953,0,0,53.33333333,6,0,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
8/31/2017,52,0,1,167,713,3,9,3,18.5,4.1,74,2.325581395,32.94573643,0,0.029931847,0.005756125,0.031083072,0.020722048,-3.440007641,74.87,5.963,4.673,6.922,8,8.627,19,321,0.315886821,0,1.937984496,46.51162791,4,0,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
8/21/2017,62,6,1,199,1.07,1,5,5,39.8,5.2,22.3,1.047120419,36.64921466,0,0.03332146,0.003447048,0.010341143,0.009192127,-1.423176378,72.936,7.668,7.285,7.576,10.4,9.831,14,226,0.315261127,0,1.570680628,46.59685864,16,0.03640958,1,13,14,8296.00,6.762777,8181.00,1,3,33.33333333,Low
10/16/2017,6,10,1,335,1.433,6,21,3.5,15.9,4.1,78.6,2.69058296,49.77578475,0,0.025219235,0.009170631,0.01031696,0.02063392,-2.494885225,22.932,20.594,22.676,12.844,23.2,17.283,34,353,0.314533735,0,8.071748879,35.87443946,7,0.259353741,1,13,14,8296.00,6.762777,8181.00,2,5,40,Low
10/15/2017,7,7,1,75,331,1,4,4,18.7,4.2,71.6,1.511335013,30.22670025,0,0.053661544,0.01598429,0.02511817,0.012559085,-0.40076063,77.563,6.751,5.746,6.336,8.8,8.477,20,458,0.313247053,0,2.01511335,47.10327456,2,0,1,13,14,8296.00,6.762777,8181.00,2,5,40,Low
10/12/2017,10,0,0,184,942,1,13,13,14.1,4.9,55.4,2.325581395,36.04651163,0,0.012548196,0.003422235,0.006844471,0.007985216,-0.529202806,68.66,9.893,11.166,8.331,12,9.325,4,100,0.313999218,0,0,52.3255814,7,0.147507818,1,2,8,0.00,0,11.00,2,5,40,Low
10/10/2017,12,10,0,337,1.62,6,24,4,14,4.6,66,1.395348837,40.46511628,0,0.03301119,0.009106535,0.015936436,0.021628021,0.265363204,53.43,9.72,8.923,11.31,12,11.515,29,307,0.314332967,0,4.186046512,35.34883721,11,0,1,2,8,0.00,0,11.00,2,5,40,Low
10/10/2017,12,2,0,394,1.674,1,24,24,16.4,4,77,0.970873786,36.65048544,0,0.072562358,0.010204082,0.014739229,0.035147392,0.664916908,69.69,7.384,6.512,8.464,9.6,9.659,34,511,0.313008255,0,3.155339806,38.59223301,3,0,1,2,8,0.00,0,11.00,2,5,40,Low
10/9/2017,13,8,0,89,361,2,7,3.5,12.7,3.9,86.5,1.086956522,28.47826087,0,0.064330455,0.025957903,0.039501157,0.018057672,-0.502044855,75.862,7.195,6.43,6.672,9.6,9.068,27,532,0.313578563,0,1.956521739,49.13043478,2,0,1,2,8,0.00,0,11.00,2,5,40,Low
10/3/2017,19,4,0,117,539,1,5,5,23.4,4.4,60.1,0,30.52631579,0,0.012402192,0.002254944,0.007892304,0.010147248,1.160332405,84.366,5.177,4.721,5.628,7.6,8,5,113,0.31327556,0,0,53.68421053,3,0,1,2,8,0.00,0,11.00,2,5,40,Low
9/5/2017,47,7,0,374,1.6,7,21,3.5,17,4.1,77.5,1.526717557,34.35114504,0,0.022518972,0.00788164,0.005629743,0.009007589,0.678899146,24.675,24.723,28.862,9.576,27.6,15.845,11,172,0.312858696,0,6.870229008,50.38167939,9,0,1,2,8,0.00,0,11.00,2,5,40,Low
8/28/2017,55,6,0,78,353,2,4,2,19.5,4.4,67.7,0.477326969,30.31026253,0,0.056053183,0.016815955,0.030268719,0.019058082,-0.510475018,74.87,7.288,6.883,7.352,9.6,9.094,26,508,0.319624542,0,4.057279236,52.98329356,3,0,1,2,8,0.00,0,11.00,2,5,40,Low
8/21/2017,62,5,0,822,4.004,11,34,3,24,4.7,52.6,1.111111111,33.33333333,0,0.01456028,0.002240043,0.004480086,0.007840151,-0.103953065,68.691,8.895,8.078,6.97,10.4,9.124,5,116,0.319333845,0,6.666666667,48.88888889,5,-0.625,1,2,8,0.00,0,11.00,2,5,40,Low
9/2/2017,50,0,1,788,3.727,12,38,3.1,20.7,4.6,61.1,0.518672199,32.26141079,0,0.126451699,0.028839861,0.079864231,0.076536555,-0.678102961,54.317,11.843,12.316,9.897,14.4,12.717,107,1269,0.316253002,0,3.112033195,47.30290456,2,0,1,2,2,75.00,7.413333,74.00,3,7,42.85714286,Low
8/24/2017,59,5,1,139,656,4,7,1.7,19.8,4.5,63.7,1.442841287,32.74139845,0,0.151691692,0.024182734,0.063754479,0.082441137,4.624197272,60.922,10.682,10.674,8.448,13.6,11.88,92,1200,0.314418623,0,3.995560488,48.27968923,8,0.522226814,1,2,2,75.00,7.413333,74.00,3,7,42.85714286,Low
8/18/2017,65,5,1,420,1.855,1,17,17,24.7,4.3,62.3,0,39.15662651,0,0.016461267,0.004389671,0.006584507,0.015363849,-1.066308717,66.546,8.356,8.227,9.266,11.2,10.746,16,204,0.313901789,0,6.024096386,37.34939759,5,0.45534265,1,2,2,75.00,7.413333,74.00,3,7,42.85714286,Low
9/8/2017,44,3,1,205,845,5,9,1.8,22.7,3.9,68.1,0.894854586,33.10961969,0,0.073184852,0.015292357,0.037138582,0.03604627,10.60854518,62.224,10.791,11.306,8.506,14,12.01,46,599,0.312518485,0,2.013422819,55.92841163,3,0,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
9/7/2017,45,10,1,178,757,5,12,2.4,14.8,4.1,70.5,1.709401709,29.48717949,0,0.035961815,0.00544876,0.013077024,0.008718016,-1.044840873,71.026,9.843,9.458,5.492,12,9.124,10,270,0.31179919,0,2.564102564,50.85470085,13,1.026325203,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
9/1/2017,51,2,1,275,1.144,1,19,19,14.4,3.9,80.4,1.570680628,31.41361257,0,0.031541624,0.011964064,0.020665202,0.008701138,2.374542357,71.533,6.967,5.673,6.819,9.2,9.519,17,253,0.311214522,0,1.047120419,56.54450262,10,0.063868613,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
9/1/2017,51,5,1,292,1.23,4,18,4.5,16.2,4,75.9,1.547987616,33.43653251,0,0.046626113,0.016264923,0.018433579,0.018433579,2.419542462,81.74,5.626,4.51,6.156,7.2,7.082,10,354,0.310230765,0,3.715170279,43.34365325,7,0.151459854,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
8/30/2017,53,5,1,192,926,3,15,7.5,12.6,4.7,65.2,0.887573964,31.06508876,0,0.032426122,0.01513219,0.024860027,0.01513219,1.714538308,77.534,6.53,5.378,6.442,8.8,8.774,20,394,0.309207959,0,2.958579882,49.40828402,6,-0.066474027,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
8/25/2017,58,6,1,183,871,5,12,2.4,15.2,4.6,64.6,0.917431193,38.99082569,0,0.038829506,0.008628779,0.02049335,0.019414753,1.10640615,12.008,27.732,32.567,11.083,31.2,19.125,26,297,0.30855185,0,1.834862385,47.24770642,3,0.5,1,2,2,75.00,7.413333,74.00,4,9,44.44444444,Low
8/24/2017,59,0,0,65,290,1,7,7,9.2,4.2,75,3.255813953,33.95348837,0,0.030138313,0.008610947,0.016145525,0.013992788,2.930367308,62.099,9.343,8.76,9.011,13.2,12.165,28,283,0.307907492,0,0,46.04651163,2,-0.132536753,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/24/2017,59,2,0,199,847,1,14,14,14.2,4.1,79.7,3.947368421,36.84210526,0,0.016134063,0.002151208,0.001075604,0.006453625,1.12048592,64.469,8.366,6.659,8.009,11.6,11.216,9,98,0.309621563,0,2.631578947,42.10526316,7,0,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/24/2017,59,2,0,136,611,1,10,10,13.6,4.3,66.7,1.333333333,36.44444444,0,0.045075985,0.007512664,0.018245042,0.016098566,-0.800425109,81.932,5.38,4.765,6.025,6.8,6.873,7,261,0.308946869,0,2.666666667,45.33333333,5,0,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/24/2017,59,4,0,140,645,4,8,2,17.5,4.4,67.6,0.657894737,36.18421053,0,0.024648755,0.00643011,0.00428674,0.00643011,1.217605282,67.819,7.079,6.044,8.303,9.6,9.708,15,196,0.308492737,0,2.631578947,45.39473684,3,0,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/19/2017,64,6,0,748,3.7,8,35,4.3,21.3,4.8,53.5,1.212121212,32.72727273,0,0.024611302,0.00321017,0.014980792,0.010700566,-0.613720647,68.004,8.215,7.863,8.655,10.4,9.982,13,204,0.308001274,0,0.606060606,46.66666667,8,0,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/17/2017,66,3,0,121,542,1,6,6,20.1,4.3,67.5,1.489117984,39.51890034,0,0.118860636,0.029715159,0.055185295,0.070042875,-6.737436047,56.191,11.114,11.333,9.845,13.2,11.911,90,1173,0.306384282,0,5.612829324,41.2371134,7,-0.005,0,2,4.6,0.00,0,0.00,4,9,44.44444444,Low
8/26/2017,57,8,0,133,578,1,11,11,12,4.2,72.4,2.189781022,33.57664234,0,0.022257316,0.007419105,0.00953885,0.008478977,2.101931063,69.101,8.714,8.924,8.34,11.2,10.071,10,170,0.305982922,0,1.459854015,50.3649635,19,0.078613046,0,2,4.6,0.00,0,0.00,6,13,46.15384615,Low
8/24/2017,59,9,0,159,685,3,4,1.3,39.7,4.1,51,2.739726027,34.24657534,0,0.020108799,0.010583579,0.005291789,0.005291789,0.435327285,72.045,6.169,4.695,7.424,8,8.954,13,190,0.305556351,0,2.054794521,45.89041096,7,0.1315427,0,2,4.6,0.00,0,0.00,7,15,46.66666667,Low
8/22/2017,61,0,1,364,1.656,5,22,5.5,16.2,4.4,70.2,0.571428571,37.14285714,0,0.027470205,0.003169639,0.009508917,0.008452371,0.083708568,38.112,21.11,24.828,8.908,24.4,14.832,14,216,0.305999886,0,3.428571429,51.42857143,10,-0.695640666,0,5,7,1004.00,6.424303,0.00,7,15,46.66666667,Low
8/15/2017,68,7,1,81,297,1,0,0,0,0,0,2.117647059,31.52941176,0,0.05893186,0.010523546,0.02946593,0.031570639,1.724570079,69.051,8.041,7.427,8.181,10.4,10.27,37,528,0.30476516,0,2.117647059,46.58823529,4,0.480721684,0,5,7,1004.00,6.424303,0.00,7,15,46.66666667,Low
8/12/2017,71,6,1,543,2.552,8,46,5.7,11.7,4.5,70.1,1.234567901,35.80246914,0,0.018926251,0.004205833,0.007360209,0.009463125,-0.061644766,17.042,31.005,36.34,5.797,34,13.954,4,103,0.304530965,0,4.938271605,60.49382716,8,0,0,5,7,1004.00,6.424303,0.00,7,15,46.66666667,Low
8/12/2017,71,7,1,777,3.733,6,30,6,25,4.7,51.9,1.44,31.2,0,0.060626966,0.024041728,0.063762844,0.027177606,2.564087428,70.675,6.586,5.389,7.723,8.8,9.342,59,821,0.305565249,0,4.8,47.52,11,-0.416666667,0,5,7,1004.00,6.424303,0.00,9,19,47.36842105,Low
8/20/2017,63,10,1,75,343,1,0,0,0,0,0,2.456140351,43.62573099,0,0.145137881,0.020733983,0.040431267,0.081899233,-2.779963779,53.351,12.013,12.452,9.978,14.4,12.585,98,1209,0.304056583,0,7.368421053,44.21052632,3,0.717096553,0,5,7,1004.00,6.424303,0.00,10,21,47.61904762,Low
8/12/2017,71,8,1,207,834,3,16,5.3,12.9,3.8,79.2,2.631578947,39.47368421,0,0.012430596,0.006215298,0.009322947,0.006215298,1.410709456,5.021,31.439,37.765,10.705,33.2,16.416,6,112,0.303840544,0,3.947368421,59.21052632,7,0,0,5,7,1004.00,6.424303,0.00,13,27,48.14814815,Low
8/20/2017,63,0,0,301,1.244,5,14,2.8,21.5,4,73.4,0.865800866,33.33333333,0,0.028942663,0.009302999,0.012403998,0.007235666,-0.01537585,80.976,5.194,3.095,4.741,6.8,7.108,9,277,0.303185783,0,3.03030303,43.29004329,4,0,0,3,7,0.00,0,0.00,14,29,48.27586207,Low
8/12/2017,71,8,0,695,3.144,6,43,7.1,16.1,4.3,74.3,1.764705882,26.76470588,0,0.042244088,0.007212405,0.020606872,0.020606872,1.910706121,73.261,8.506,7.89,6.11,10.8,9.211,18,405,0.305946901,0,2.058823529,57.05882353,7,0,0,3,7,0.00,0,0.00,14,29,48.27586207,Low
8/20/2017,63,9,0,108,438,1,6,6,18,3.9,75.2,1.322115385,29.56730769,0,0.115552556,0.021474369,0.041926149,0.049084272,1.675029683,74.688,7.295,6.732,7.209,10,9.735,62,990,0.306366329,0,1.923076923,49.15865385,4,0,0,3,7,0.00,0,0.00,15,31,48.38709677,Low
8/12/2017,71,8,0,217,1.029,7,19,2.7,11.4,4.5,71.2,0.8,28.8,0,0.024513809,0.005107044,0.003064226,0.010214087,1.41282924,76.02,7.252,5.514,5.327,9.2,8.477,6,147,0.306013347,0,1.6,49.6,10,0.375,0,3,7,0.00,0,0.00,16,33,48.48484848,Low
8/7/2017,76,6,0,119,502,1,8,8,14.8,4,75.1,1.185770751,28.06324111,0,0.038724931,0.008152617,0.015286157,0.022419697,0.207643052,72.806,6.223,5.418,7.923,8.8,9.325,24,324,0.306220976,0,0.395256917,49.80237154,9,0,0,3,7,0.00,0,0.00,16,33,48.48484848,Low
8/4/2017,79,0,0,161,766,1,7,7,23,4.6,61.5,0,32.84671533,0,0.019338816,0.006106995,0.005089162,0.005089162,-0.71064468,75.001,6.463,5.024,6.059,8.8,9.124,10,163,0.305835675,0,1.459854015,48.17518248,6,0.003684792,0,3,7,0.00,0,0.00,16,33,48.48484848,Low
8/9/2017,74,7,0,223,1.098,1,2,2,84.5,4.5,0,1.123595506,36.51685393,0,0.037597041,0.004064545,0.004064545,0.011177499,3.021035998,62.788,10.287,11.769,10.157,13.6,11.783,18,232,0.306253438,0,3.370786517,49.43820225,8,0,0,3,7,0.00,0,0.00,17,35,48.57142857,Low
8/11/2017,72,0,0,151,663,1,13,13,11.6,4.2,73.4,0.81300813,44.30894309,0,0.013179906,0.001013839,0.00912455,0.007096872,-0.524328877,1.776,31.395,37.889,12.111,34.8,20.029,29,341,0.305564196,0,13.00813008,26.82926829,5,-0.570640666,0,2,2,0.00,0,0.00,18,37,48.64864865,Low
8/5/2017,78,6,0,150,661,3,9,3,16.6,4.2,75.9,1.796407186,31.13772455,0,0.021257643,0.003036806,0.010122687,0.012147224,0.712359702,74.746,5.738,4.372,7.155,8.4,9.076,16,216,0.305098061,0,2.994011976,50.2994012,10,0.039306523,0,2,2,0.00,0,0.00,18,37,48.64864865,Low
8/10/2017,73,8,0,169,753,1,8,8,21.1,4.3,67.7,1.156069364,28.32369942,0,0.029309805,0.001010683,0.00707478,0.012128195,0.153709988,76.85,6.791,6.485,7.41,9.2,8.774,10,205,0.304616675,0,1.156069364,50.86705202,14,0.534817098,0,2,2,0.00,0,0.00,20,41,48.7804878,Low
8/6/2017,77,7,0,134,564,1,13,13,10.3,4,89.6,1.639344262,36.61202186,0,0.035312159,0.007062432,0.005044594,0.012107026,0.294054165,68.442,9.054,9.502,8.438,12,10.746,16,237,0.304109115,0,1.639344262,48.08743169,4,0.142561983,0,2,2,0.00,0,0.00,21,43,48.8372093,Low
8/8/2017,75,8,0,175,734,4,9,2.2,19.4,4.1,77.3,2.597402597,35.71428571,0,0.02317287,0.008060129,0.009067645,0.010075161,0.28702648,88.778,3.514,2.445,5.419,6,7.019,7,175,0.303683297,0,1.948051948,44.15584416,13,0.62876322,0,2,2,0.00,0,0.00,24,49,48.97959184,Low
8/6/2017,77,7,0,284,1.216,6,24,4,11.8,4.1,80.4,2.06185567,31.44329897,0,0.025142558,0.008045619,0.011062726,0.01307413,-1.830814215,76.999,7.461,7.302,6.694,9.6,8.477,9,232,0.3040562,0,3.092783505,53.09278351,10,0.548069743,0,2,2,0.00,0,0.00,25,51,49.01960784,Low
8/5/2017,78,7,0,337,1.494,1,18,18,18.7,4.3,69.3,0.304878049,25.6097561,0,0.043119873,0.006016726,0.012033453,0.014039028,2.283621969,79.573,5.413,4.152,6.005,7.2,7.671,16,388,0.303153703,0,2.43902439,49.69512195,4,0,0,2,2,0.00,0,0.00,28,57,49.12280702,Low
8/5/2017,78,7,0,145,612,4,8,2,18.1,4.1,75.2,1.052631579,33.42105263,0,0.046967123,0.008993704,0.023983212,0.022983911,0.303068292,67.981,8.892,8.337,7.551,11.2,10.396,31,488,0.302114804,0,4.473684211,50.52631579,3,-0.570640666,0,2,2,0.00,0,0.00,28,57,49.12280702,Low
8/10/2017,73,0,0,173,786,1,15,15,11.5,4.3,67.9,1.796407186,24.5508982,0,0.016962344,0.004988925,0.013968989,0.015964559,-0.280940179,74.564,7.579,6.259,5.946,10.8,9.982,13,203,0.301660483,0,1.796407186,52.69461078,10,0.533830331,0,2,8,0.00,0,0.00,30,61,49.18032787,Low
8/6/2017,77,8,0,409,1.806,4,22,5.5,18.5,4.2,67.1,1.941747573,36.40776699,0,0.032869181,0.004980179,0.003984143,0.012948465,1.764140199,68.335,6.626,4.589,7.443,9.6,9.928,24,262,0.302000755,0,2.912621359,39.32038835,8,0.265182482,0,2,8,0.00,0,0.00,30,61,49.18032787,Low
8/4/2017,79,7,0,148,626,3,10,3.3,14.8,4.1,80.9,1.716738197,35.19313305,0,0.058520135,0.021821067,0.020829201,0.026780401,0.262985439,67.846,8.55,7.661,7.613,11.2,10.568,42,595,0.300741112,0,3.862660944,47.4248927,6,0,0,2,8,0.00,0,0.00,30,61,49.18032787,Low
8/10/2017,73,10,0,170,688,1,12,12,14.1,3.9,86.4,1.829268293,34.75609756,0,0.022778818,0.003961534,0.00891345,0.004951917,-0.954460758,80.603,6.212,5.761,6.644,7.2,6.651,4,196,0.3003003,0,2.43902439,46.95121951,4,0,0,2,8,0.00,0,0.00,31,63,49.20634921,Low
8/6/2017,77,8,0,207,917,2,12,6,17.2,4.3,74.8,1.063829787,32.9787234,0,0.023728311,0.008898117,0.011864155,0.004943398,-0.336298233,85.3,5.314,4.369,5.515,6.4,5.86,3,218,0.299796567,0,3.191489362,48.93617021,4,-1.195640666,0,2,8,0.00,0,0.00,31,63,49.20634921,Low
8/4/2017,79,7,0,764,3.303,7,40,5.7,19.1,4.2,67.4,0.429184549,30.90128755,0,0.026638515,0.008879505,0.013812564,0.009866117,-1.432240497,73.238,7.454,7.103,7.783,9.6,9.124,15,291,0.299174599,0,3.433476395,49.35622318,15,0.211534256,0,2,8,0.00,0,0.00,32,65,49.23076923,Low
8/10/2017,73,10,0,96,456,1,7,7,13.7,4.6,57.2,1.047729919,34.92433062,0,0.113576282,0.050913506,0.0499344,0.052871718,-0.492440029,66.076,9.116,8.185,7.466,11.2,10.218,66,1101,0.296903718,0,3.841676368,47.0314319,8,0.259353741,0,2,8,0.00,0,0.00,34,69,49.27536232,Low
8/5/2017,78,8,0,333,1.496,5,6,2,42.6,4.3,42.2,0.909090909,38.18181818,0,0.016628844,0.003912669,0.003912669,0.008803506,-0.617130604,59.329,8.427,6.912,8.978,10.8,10.746,14,153,0.296615406,0,3.636363636,42.72727273,10,0.127411571,0,2,8,0.00,0,0.00,34,69,49.27536232,Low
8/10/2017,73,9,0,149,577,1,21,21,7,3.7,86.6,1.13960114,35.32763533,0,0.047772253,0.007799552,0.014624159,0.017548991,3.348677246,29.138,23.107,27.134,9.916,25.2,14.18,25,480,0.295699161,0,1.424501425,54.98575499,8,0,0,2,8,0.00,0,0.00,35,71,49.29577465,Low
8/8/2017,75,0,0,100,434,1,5,5,20,4.2,71.4,2.380952381,23.21428571,0,0.017523535,0.004867649,0.011682357,0.018497065,0.452350253,88.524,2.639,-0.178,2.429,3.2,5.07,3,192,0.295262617,0,3.571428571,50,10,-1.254155562,0,2,6,0.00,0,12.00,39,79,49.36708861,Low
8/6/2017,77,10,0,177,776,4,16,4,11,4.2,77.7,2.702702703,39.63963964,0,0.011670768,0.00486282,0.005835384,0.007780512,0.233665791,69.902,8.528,8.256,7.693,10.8,9.928,8,139,0.294974892,0,4.504504505,39.63963964,2,0,0,2,6,0.00,0,12.00,46,93,49.46236559,Low
8/5/2017,78,10,0,170,725,1,10,10,17,4.1,76.6,1.408450704,29.57746479,0,0.016503412,0.004853945,0.017474201,0.014561834,-3.473820035,78.142,5.248,3.121,5.633,7.6,8.477,16,257,0.295300602,0,1.408450704,44.1314554,2,0,0,2,6,0.00,0,12.00,47,95,49.47368421,Low
8/4/2017,79,10,0,118,480,1,8,8,14.7,3.9,86.4,0,26.70157068,0,0.018413886,0.005814911,0.008722367,0.012598975,0.408566541,75.402,7.065,6.218,6.895,10,9.481,14,234,0.294807194,0,3.664921466,53.92670157,5,0,0,2,6,0.00,0,12.00,47,95,49.47368421,Low
8/4/2017,79,9,0,273,1.203,2,15,7.5,18,4.2,71.4,1.515151515,23.48484848,0,0.012583852,0.009679886,0.005807932,0.004839943,1.173312978,88.082,4.824,3.983,5.287,7.6,7.33,5,151,0.294467163,0,0,59.09090909,8,0,0,2,6,0.00,0,12.00,47,95,49.47368421,Low
8/3/2017,80,10,0,950,4.017,9,22,2.4,43.1,4.1,47.6,1.973684211,31.25,0,0.037652056,0.010619811,0.012550685,0.013516123,2.190708023,73.255,7.265,7.122,8.276,10.4,9.982,26,374,0.293687036,0,4.934210526,47.69736842,4,0,0,2,6,0.00,0,12.00,47,95,49.47368421,Low
8/5/2017,78,10,0,90,377,1,7,7,12.8,4,81.9,1.201478743,27.81885397,0,0.108041955,0.052586792,0.072665385,0.073621509,1.102435112,49.416,17.309,19.272,7.559,20.4,13.18,76,1291,0.294396961,0,1.848428835,54.80591497,1,0,0,2,6,0.00,0,12.00,48,97,49.48453608,Low
8/5/2017,78,10,0,102,425,1,6,6,17,4,77.6,1.960784314,30.39215686,0,0.016240125,0.003821206,0.007642412,0.008597713,4.905014153,82.08,5.04,3.703,5.501,8,8.477,7,120,0.294137943,0,3.921568627,50,2,0,0,2,6,0.00,0,12.00,48,97,49.48453608,Low
8/3/2017,80,8,0,169,767,3,11,3.6,15.3,4.3,72.8,0,28.69565217,0,0.013361073,0.006680537,0.005726174,0.00381745,-0.265238014,78.439,6.542,5.864,6.702,8.8,8.477,6,134,0.293846459,0,3.47826087,54.7826087,12,0,0,2,6,0.00,0,12.00,48,97,49.48453608,Low
8/5/2017,78,10,0,91,356,3,6,2,15.1,3.7,88.2,2.010050251,36.68341709,0,0.019055604,0.008575022,0.006669461,0.012386143,0.580608119,71.764,7.202,6.037,7.601,9.2,9.179,14,246,0.293343427,0,5.527638191,39.1959799,14,-0.820172528,0,2,5,0.00,0,0.00,51,103,49.51456311,Low
8/5/2017,78,9,0,234,1.12,13,18,1.3,13,4.6,66.3,0.925925926,23.14814815,0,0.011422697,0.003807566,0.002855674,0.004759457,0.584177378,91.871,4.461,2.92,3.542,7.2,6.162,2,113,0.293071145,0,1.851851852,53.7037037,10,0,0,2,5,0.00,0,0.00,54,109,49.5412844,Low
8/3/2017,80,10,0,73,310,2,3,1.5,24.3,4.1,62.7,3.396226415,39.24528302,0,0.030391673,0.002849219,0.021844015,0.025642974,5.815418192,67.703,7.073,6.859,9.379,10.8,10.638,35,351,0.292405183,0,3.396226415,44.52830189,10,0.034090909,0,2,5,0.00,0,0.00,54,109,49.5412844,Low
8/4/2017,79,8,0,115,504,1,7,7,16.4,4.3,68,2.597402597,37.66233766,0,0.012337946,0.000949073,0,0.002847218,1.165218087,51.383,15.533,16.286,7.605,19.2,13.954,8,105,0.292212244,0,9.090909091,49.35064935,8,0.124610622,0,2,5,0.00,0,0.00,63,127,49.60629921,Low
10/17/2017,5,6,0,241,1.105,1,9,9,26.7,4.5,59.6,1.5625,35.9375,0,0.011375917,0.006635952,0.003791972,0.003791972,1.747961313,68.88,7.911,6.256,7.104,9.2,8.855,8,171,0.291892077,0,6.25,45.3125,6,0,0,2,5,0.00,0,0.00,0,2,0,Low
10/12/2017,10,6,0,126,497,1,3,3,42,3.8,48,1.937984496,29.06976744,0,0.029320798,0.016079147,0.023645805,0.013241651,-0.339166732,55.15,13.051,14.896,10.791,15.6,12.083,22,345,0.291248868,0,1.550387597,60.46511628,6,0,0,2,5,0.00,0,0.00,0,2,0,Low
10/10/2017,12,0,0,555,2.757,7,21,3,26.4,4.8,45.2,0,31.91489362,0,0.013225514,0.005668077,0.010391475,0.008502116,-2.881780036,49.669,16.517,17.297,6.994,20.4,14.402,13,168,0.290898544,0,0.709219858,53.19148936,13,0,0,2,5,0.00,0,0.00,0,2,0,Low
